ref,marque,nom,rayon,famille,prix,icone,dispo,cap,specs,photo,photos,actif,description
REFDES51-RSC513,Deska,réfrigérateur Deska vertical vitrine rsc513dk,froid,Réfrigérateurs,287200,frigo,jour,,Type: Vertical | Garantie: 12 mois,images/REFDES51-RSC513-1.jpg,images/REFDES51-RSC513-1.jpg,oui,Modele : RSC-513DK Refrigerant : R134a Classe energetique : A Réfrigeration vertical Porte: 1 vitrée
REFELA2P-DF218S,Elactron,réfrigérateur Elactron 2portes gris el156tmdx,froid,Réfrigérateurs,137000,frigo,jour,,Couleur: Gris | Garantie: 12 mois,images/REFELA2P-DF218S-1.jpg,images/REFELA2P-DF218S-1.jpg;images/REFELA2P-DF218S-2.jpg,oui,"Un réfrigérateur , idéal pour conserver vos boissons et salades . L’âme à besoin de la douceur, de la fraîcheur, de l’apaisement. Tout ce dont qu’un réfrigérateur peut vous procurer. Dimensions : longueur : 1M 33 largeur 47"
REFELA66-EL66TM,Elactron,réfrigérateur Elactron 2portes No Frost avec fontaine gris el66tmnx,froid,Réfrigérateurs,365800,frigo,jour,,Couleur: Gris | Garantie: 12 mois,images/REFELA66-EL66TM-1.jpg,images/REFELA66-EL66TM-1.jpg;images/REFELA66-EL66TM-2.jpg;images/REFELA66-EL66TM-3.jpg,oui,"Réfrigérateur 2 Portes NoFrost 
Le réfrigérateur EL-66TMNX offre une capacité généreuse de 417 litres, avec un volume de congélation de 95 litres et un espace réfrigérateur de 322 litres. 
Modèle : EL-66TMNX 
Dimensions : 48 x 58 x 137 
Volume : 417 L 
Volume congélateur : 95 L 
Volume réfrigérateur : 322 L 
No frost : oui 
Distributeur à glaçons : oui 
Classe énergique : A 
Nombre de portes : 2 
Nombre tiroirs : 3 
Couleurs : GRIS"
REFELA2P-FC283D,Elactron,réfrigérateur Elactron 2portes no frost gm fc283d,froid,Réfrigérateurs,577000,frigo,jour,,Garantie: 12 mois,images/REFELA2P-FC283D-1.png,images/REFELA2P-FC283D-1.png;images/REFELA2P-FC283D-2.png,oui,"Réfrigérateur Elactron 2 portes. Technologie No Frost : pas de formation de givre, donc aucun dégivrage manuel à faire. Clayettes réglables et bac à légumes. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
REFELA79-EL79TM,Elactron,réfrigérateur Elactron 2portes No Frost gris el79tmnx,froid,Réfrigérateurs,277000,frigo,jour,,Couleur: Gris | Garantie: 12 mois,images/REFELA79-EL79TM-1.jpg,images/REFELA79-EL79TM-1.jpg;images/REFELA79-EL79TM-2.jpg,oui,Marque: Elactron Modele: 2 Portes Classe climatique : ST Voltage : 220V – 240V Frequence : 50HZ No frost : oui Classe énergique : A+ Courant normal : 0.6A Couleurs : GRIS
REFELA2P-FF268N,Elactron,réfrigérateur Elactron 2portes side by side No Frost ff2-68,froid,Réfrigérateurs,552000,frigo,jour,,Garantie: 12 mois,images/REFELA2P-FF268N-1.png,images/REFELA2P-FF268N-1.png;images/REFELA2P-FF268N-2.png,oui,"Reference: FF2-68 
Capacité : 518L ( no frost) A+ 
Classe énergétique: A 
Capacité brute: N/S 
Capacité nette: 518L 
Capacité nette réfrigérateur/congélateur: 259L/ 259L 
Largeur : 91 cm, Profondeur : 67 cm (sans les poignées), Hauteur : 177 cm"
REFELA17-EL174U,Elactron,réfrigérateur Elactron bar 1porte gm el174upx,froid,Réfrigérateurs,122750,frigo,jour,,Garantie: 12 mois,images/REFELA17-EL174U-1.jpg,images/REFELA17-EL174U-1.jpg;images/REFELA17-EL174U-2.jpg,oui,Modèle : EL174UPX Volume : 151 L No frost : non Classe énergique : A Nombre de portes : 1 Couleur : silver Contrôle électronique de la température avec affichage LED 91 Grande capacité de congélation cm Indicateur de puissance
REFELA18-EL184T,Elactron,réfrigérateur Elactron bar 2portes pm el184tmdx,froid,Réfrigérateurs,114000,frigo,jour,,Garantie: 12 mois,images/REFELA18-EL184T-1.jpg,images/REFELA18-EL184T-1.jpg;images/REFELA18-EL184T-2.jpg,oui,Marque: Elactron Modele: 2 Porte Capacite: 126ltres Classe energetique : A Classe climatique : ST Voltage : 220V – 240V Frequence : 50HZ Courant normal : 0.6A Puissance d'entrée totale : 100W Refrigerant : R600a(37g) Poids : 29kg Couleur: Silver
REFELA66-EL66ET,Elactron,réfrigérateur Elactron combine 3tiroirs 417 litres gm inverter gris el66etrf,froid,Réfrigérateurs,349750,frigo,jour,417 L,Type: Inverter | Capacité: 417 L | Couleur: Gris | Garantie: 12 mois,images/REFELA66-EL66ET-1.jpg,images/REFELA66-EL66ET-1.jpg;images/REFELA66-EL66ET-2.jpg;images/REFELA66-EL66ET-3.jpg,oui,Type Produit : Réfrigérateur combiné 3Tiroirs Marque : Elactron Modèle : EL66ETRF Capacité 417L Nombre de tiroirs : x3 Couleur : GRIS Nombre de portes : 2 portes Classe énergétique: A
REFELA72-EL72CB,Elactron,réfrigérateur Elactron combine 3tiroirs avec fontaine No Frost gris el72cbnwdx,froid,Réfrigérateurs,205000,frigo,jour,,Couleur: Gris | Garantie: 12 mois,images/REFELA72-EL72CB-1.png,images/REFELA72-EL72CB-1.png;images/REFELA72-EL72CB-2.png;images/REFELA72-EL72CB-3.png;images/REFELA72-EL72CB-4.png,oui,"REFRIGERATEUR COMBINE ELACTRON VERTICAL COMBINE 3TIROIRS Découvrez la fraîcheur et la praticité avec notre réfrigérateur combiné à deux portes. Modèle : EL-72CBNX Dimensions : 60 x 69 x 194 Volume : 347 L Volume congélateur : 104 L Volume réfrigérateur : 243 L No frost : oui Classe énergique : A+, A++, A+++ Nombre de portes : 2 Nombre de tiroirs : 3 Couleurs : GRIS"
REFELA22-DD220S,Elactron,réfrigérateur Elactron combine 3tiroirs gris el152cbdi,froid,Réfrigérateurs,152000,frigo,jour,,Couleur: Gris | Garantie: 12 mois,images/REFELA22-DD220S-1.jpg,images/REFELA22-DD220S-1.jpg;images/REFELA22-DD220S-2.jpg,oui,TYPE DE PRODUIT :REFRIGERATEUR COMBINE Marque : ELACTRON 3TIROIRS Modèle : EL152CBDI Capacité : 140 L Nombre de portes : 2 portes Classe énergétique: A Dimensions : (LxPxH) 480x530x1450 mm
REFELA54-EL54CB,Elactron,réfrigérateur Elactron combine 3tiroirs gris el54cbnwdx,froid,Réfrigérateurs,205000,frigo,jour,,Couleur: Gris | Garantie: 12 mois,images/REFELA54-EL54CB-1.png,images/REFELA54-EL54CB-1.png;images/REFELA54-EL54CB-2.png,oui,"Réfrigérateur Elactron combiné : réfrigérateur en haut, congélateur en bas, coloris gris. 3 tiroirs de rangement. Clayettes réglables et bac à légumes. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
REFELA4T-DD233I,Elactron,réfrigérateur Elactron combine 4tiroirs Inox el103cbdi,froid,Réfrigérateurs,207000,frigo,jour,,Couleur: Inox | Garantie: 12 mois,images/REFELA4T-DD233I-1.jpg,images/REFELA4T-DD233I-1.jpg;images/REFELA4T-DD233I-2.jpg,oui,"Type Produit : Réfrigérateur combiné Marque : Elactron Modèle : EL103CBDI Capacité : 246 litres Classe énergique : A Couleur : GRIS Nombre de tiroirs : 4TIROIRS Tensions : 220-240 V Fréquence : 50Hz Courant : 0,55 A Voix DB : 42A Consommation d’énergie KWH/24h Dimensions : 55 x 57 x 172 Matière : Acier inoxydable"
REFELA69-F269IM,Elactron,réfrigérateur Elactron side by side 2portes avec dist eau et glacon gris el48sbsim,froid,Réfrigérateurs,205000,frigo,jour,,Couleur: Gris | Garantie: 12 mois,images/REFELA69-F269IM-1.jpg,images/REFELA69-F269IM-1.jpg;images/REFELA69-F269IM-2.jpg;images/REFELA69-F269IM-3.png;images/REFELA69-F269IM-4.png;images/REFELA69-F269IM-5.jpg,oui,"Réfrigérateur Elactron side by side, deux grandes portes battantes, coloris gris. Distributeur de glaçons. Clayettes réglables et bac à légumes. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
REFELA55-EL55SB,Elactron,réfrigérateur Elactron side by side 2portes avec distributeur eau gris el55sbsx,froid,Réfrigérateurs,577000,frigo,jour,,Couleur: Gris | Garantie: 12 mois,images/REFELA55-EL55SB-1.png,images/REFELA55-EL55SB-1.png,oui,"Réfrigérateur Elactron side by side, deux grandes portes battantes, coloris gris. Clayettes réglables et bac à légumes. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
REFELA48-FF448D,Elactron,réfrigérateur Elactron side by side 4portes 465 litres gris el57,froid,Réfrigérateurs,447000,frigo,jour,465 L,Capacité: 465 L | Couleur: Gris | Garantie: 12 mois,images/REFELA48-FF448D-1.jpg,images/REFELA48-FF448D-1.jpg;images/REFELA48-FF448D-2.png,oui,"Réfrigérateur Elactron side by side, deux grandes portes battantes de 465 litres, coloris gris. Clayettes réglables et bac à légumes. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
REFELA54-EL541F,Elactron,réfrigérateur Elactron side by side 4portes new modele el541fdb,froid,Réfrigérateurs,205000,frigo,jour,,Garantie: 12 mois,images/REFELA54-EL541F-1.jpg,images/REFELA54-EL541F-1.jpg;images/REFELA54-EL541F-2.png,oui,"Réfrigérateur Elactron side by side, deux grandes portes battantes. Clayettes réglables et bac à légumes. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
REFELA47-EL72UP,Elactron,réfrigérateur Elactron vertical 1porte el72upxl fl147,froid,Réfrigérateurs,357000,frigo,jour,,Type: Vertical | Garantie: 12 mois,images/REFELA47-EL72UP-1.jpg,images/REFELA47-EL72UP-1.jpg;images/REFELA47-EL72UP-2.jpg,oui,"Modèle : EL-72UPXL FL1-47 Dimensions : 60 x 65 x 185 Volume : 359 L No frost : oui Classe énergique : A+, A++ Nombre de portes : 1 Couleurs : inox"
REFELA2P-LSC630,Elactron,réfrigérateur Elactron vertical 2portes 800 litres vitrine lsc630ws,froid,Réfrigérateurs,647700,frigo,jour,800 L,Type: Vertical | Capacité: 800 L | Garantie: 12 mois,images/REFELA2P-LSC630-1.png,images/REFELA2P-LSC630-1.png,oui,"Réfrigérateur Elactron vitrine à porte vitrée de 800 litres. Clayettes réglables et bac à légumes. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
REFELA3P-SWC238,Elactron,réfrigérateur Elactron vertical 3portes 1500l vitrine lsc1230fs,froid,Réfrigérateurs,1032000,frigo,jour,,Type: Vertical | Garantie: 12 mois,images/REFELA3P-SWC238-1.png,images/REFELA3P-SWC238-1.png,oui,"Réfrigérateur Elactron vitrine à porte vitrée de 500 litres. Clayettes réglables et bac à légumes. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
REFENDU37-SDL37,Enduro,réfrigérateur Enduro 1porte 375 litres avec dist d'eau gris a++ sdl375dxp,froid,Réfrigérateurs,323000,frigo,jour,375 L,Capacité: 375 L | Couleur: Gris | Garantie: 12 mois,images/REFENDU37-SDL37-1.jpg,images/REFENDU37-SDL37-1.jpg;images/REFENDU37-SDL37-2.jpg,oui,CLASSE ENERGETIQUE : A++ COULEUR : INOX VOLUME BRUT TOTAL : 375LITRES CLASSE CLIMATIQUE : SN-T TYPE DE REFRIGERANT : R600A DIMENSIONS (LxPxH mm) 595X650X1860
REFEND33-RDST33,Enduro,réfrigérateur Enduro 2portes gris rdst33s,froid,Réfrigérateurs,150500,frigo,jour,,Couleur: Gris | Garantie: 12 mois,images/REFEND33-RDST33-1.jpg,images/REFEND33-RDST33-1.jpg;images/REFEND33-RDST33-2.jpg,oui,• Type de refroidissement : Defrost • Couleur : GRIS • Volume brut total : 250 litres • Volume net total : 213 litres • Volume net refroidisseur :171 litres • Volume net congélateur : 42 litres • Classe énergétique : a+ • Classe climatique : sn-t • Type de réfrigérant : r600a •Nombre de tiroirs congélateur : – • Dimensions (lxpxh mm) : 540x570x1440 • Options standard : • Eclairage LED du réfrigérateur • Étagères en verre trempé ajustable • Bac à glacon • Portes œufs • Accessoires transparents • Portes réversibles • Dégagement à zéro • Pieds de nivellement •+ Lock and key
REFEND62-FD620P,Enduro,réfrigérateur Enduro 4portes side by side 564 litres Inox fd620p83bsx,froid,Réfrigérateurs,579800,frigo,jour,564 L,Capacité: 564 L | Couleur: Inox | Garantie: 12 mois,images/REFEND62-FD620P-1.jpg,images/REFEND62-FD620P-1.jpg;images/REFEND62-FD620P-2.jpg,oui,• Type de refroidissement : Nofrost • Couleur : inox Premium • Volume total : 564 litres • Classe énergétique : a+ • Classe climatique : sn-t • Type de réfrigérant : r600a • Nombre de tiroirs congélateur : 6 • Contrôleur électronique intérieur • Multi cooling Nofrost • Compartiment de température naturelle • Porte bouteille • Baguettes en alu • Distributeur d’eau • Anti congélation • Dimensions : (LxPxH mm) : 840 x 690 x 1790 • Cabine long life • Étagères en verre trempé ajustable • Bac à glacon • Accessoires transparents • Portes réversibles • Pieds de nivellement
REFEND15-RCD150,Enduro,réfrigérateur Enduro combine 2tiroirs 150 litres defrost gris rcd150s,froid,Réfrigérateurs,161500,frigo,jour,150 L,Capacité: 150 L | Couleur: Gris | Garantie: 12 mois,images/REFEND15-RCD150-1.jpg,images/REFEND15-RCD150-1.jpg;images/REFEND15-RCD150-2.jpg,oui,Marque : Enduro Référence : RCD150S Volume total: 150LITRES Classe énergétique : A++ Classe climatique : SN-T Type de refrigerant : R600A Poids : 27kg Dimensions (LxPxH mm) : 474x446x1272 Couleur : GRIS Type de produit : Réfrigérateur combiné Type de refroidissement : Defrost Nombre de tiroir : 2 Bac a légumes No Frost Condensateur intérieur Etagères en verre trempé ajustable Accessoires transparents
REFEND40-RCN40B,Enduro,réfrigérateur Enduro combine 3tiroirs 400 litres a+ No Frost beige rcnr400pbg,froid,Réfrigérateurs,297000,frigo,jour,400 L,Capacité: 400 L | Couleur: Beige | Garantie: 12 mois,images/REFEND40-RCN40B-1.jpg,images/REFEND40-RCN40B-1.jpg,oui,"• Type de refroidissement : Nofrost 
• Couleur : Beige • Volume brut total : 400 litres 
• Volume net total : 324 litres 
• Volume net refroidisseur :230 litres 
• Volume net congélateur : 94litres 
• Classe énergétique : a+ 
• Classe climatique : sn-t 
• Type de réfrigérant : r600a 
• Dimension (H x L x P) : 189 x 60 x 62 cm 
• Nombre de tiroirs congélateur : 4 
• Contrôleur afficheur digital intérieur 
• Porte bouteille 
• Finition rétro 
• Finition Premium + baguette aluminium • Ecran digital sur la façade 
• Contrôleur d’humidité 
• Rouleaux arrière 
• Eclairage LED du réfrigérateur 
• Étagères en verre trempé ajustable 
• Bac à glacon 
• Portes œufs 
• Accessoires transparents 
• Portes réversibles 
• Dégagement à zéro 
• Pieds de nivellement"
REFEND40-RCNR4R,Enduro,réfrigérateur Enduro combine 3tiroirs 400 litres a+ No Frost rouge rcnr400prd,froid,Réfrigérateurs,371900,frigo,jour,400 L,Capacité: 400 L | Couleur: Rouge | Garantie: 12 mois,images/REFEND40-RCNR4R-1.jpg,images/REFEND40-RCNR4R-1.jpg,oui,"Réfrigérateur Enduro combiné : réfrigérateur en haut, congélateur en bas de 400 litres, coloris rouge. 3 tiroirs de rangement. Technologie No Frost : pas de formation de givre, donc aucun dégivrage manuel à faire. Clayettes réglables et bac à légumes. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
REFEND45-RCN450,Enduro,réfrigérateur Enduro combine 3tiroirs 450 litres No Frost vitre beige rcn450gdbr,froid,Réfrigérateurs,456000,frigo,jour,450 L,Capacité: 450 L | Couleur: Beige | Garantie: 12 mois,images/REFEND45-RCN450-1.jpg,images/REFEND45-RCN450-1.jpg;images/REFEND45-RCN450-2.jpg;images/REFEND45-RCN450-3.png;images/REFEND45-RCN450-4.png;images/REFEND45-RCN450-5.png,oui,Réfrigérateur Combiné 3 Tiroirs 450L No Frost Full Option A+ Enduro RCN450GD • Couleur : vitre beige • Volume total : 450 litres • Classe énergétique : a+ • Nombre de tiroirs congélateur : 3 • Dimensions (lxpxh mm) : 700x712x1920 • Contrôleur d’humidité
REEND59-RCN595,Enduro,réfrigérateur Enduro combine 3tiroirs 600l No Frost full option a+ noir rcn595dsx,froid,Réfrigérateurs,382000,frigo,jour,,Couleur: Noir | Garantie: 12 mois,images/REEND59-RCN595-1.jpg,images/REEND59-RCN595-1.jpg,oui,"Réfrigérateur Enduro combiné : réfrigérateur en haut, congélateur en bas de 600 litres, coloris noir. 3 tiroirs de rangement. Technologie No Frost : pas de formation de givre, donc aucun dégivrage manuel à faire. Clayettes réglables et bac à légumes. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
REFEND4T-C350PB,Enduro,réfrigérateur Enduro combine 4tiroirs 400 litres no frost Inox rcnt350px,froid,Réfrigérateurs,299000,frigo,jour,400 L,Capacité: 400 L | Couleur: Inox | Garantie: 12 mois,images/REFEND4T-C350PB-1.jpg,images/REFEND4T-C350PB-1.jpg;images/REFEND4T-C350PB-2.jpg;images/REFEND4T-C350PB-3.png,oui,• Type de refroidissement : Nofrost multi cooling • Couleur : nOIR • Volume total : 400 litres • Classe énergétique : a+ • Classe climatique : sn-t • Type de réfrigérant : r600a •Nombre de tiroirs congélateur : 4 • Dimensions (lxpxh mm) : 595x650x1860 • Finition Premium + baguette aluminium • Ecran digital sur la façade • Contrôleur d’humidité • Rouleaux arrière • Eclairage LED du réfrigérateur • Étagères en verre trempé ajustable • Bac à glacon • Portes œufs • Accessoires transparents • Portes réversibles • Dégagement à zéro • Pieds de nivellement
REFEND62-FD6200,Enduro,réfrigérateur Enduro side by side 4portes 564l + fontaine gris fd620p83xbr,froid,Réfrigérateurs,579800,frigo,jour,,Couleur: Gris | Garantie: 12 mois,images/REFEND62-FD6200-1.png,images/REFEND62-FD6200-1.png;images/REFEND62-FD6200-2.png,oui,"Type de refroidissent nofrost 
Volume Total : 620 Litres 
Classe energetique : A+ 
Classe Climatique : SN-T 
Contrôleur Electronique Intérieur 
Type de réfrigérant : r600a 
Dimensions (LxPxH mm) : 840X690X1790 
Eclairage LED du réfrigérateur 
Afficheur digital sur façade 
Multi cooling Nofrost 
Étagères en verre trempé ajustable 
Bac à glacon 
Accessoires transparents"
REFFIN38-SC380D,Finix,réfrigérateur finix 1porte 380 litres vitrine sc380d,froid,Réfrigérateurs,288200,frigo,jour,380 L,Capacité: 380 L | Garantie: 12 mois,images/REFFIN38-SC380D-1.png,images/REFFIN38-SC380D-1.png,oui,"Réfrigérateur Finix vitrine à porte vitrée de 380 litres. Clayettes réglables et bac à légumes. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
REFFIN25-FI252G,Finix,réfrigérateur finix 252 litres combine 3tiroirs defrost 540x595x1660 gris 252,froid,Réfrigérateurs,275000,frigo,jour,252 L,Capacité: 252 L | Couleur: Gris | Garantie: 12 mois,images/REFFIN25-FI252G-1.jpg,images/REFFIN25-FI252G-1.jpg;images/REFFIN25-FI252G-2.png;images/REFFIN25-FI252G-3.png;images/REFFIN25-FI252G-4.png;images/REFFIN25-FI252G-5.png,oui,"Modèle : 252 Type : COMBINE 3 TIRROIRS/ Marque : FINIX/ Système : DEFROST/ Couleur : GRISE/ Lampe Pieds ajustable et étagères en verre Porte réversible Volume : 252 L Voltage : 220-240V, 50Hz Dimensions : 540 x 595 x 1520"
REFFIN2P-FIN270,Finix,réfrigérateur finix 2portes 270 litres defrost gris fin270dk,froid,Réfrigérateurs,205800,frigo,jour,270 L,Capacité: 270 L | Couleur: Gris | Garantie: 12 mois,images/REFFIN2P-FIN270-1.png,images/REFFIN2P-FIN270-1.png;images/REFFIN2P-FIN270-2.png;images/REFFIN2P-FIN270-3.png;images/REFFIN2P-FIN270-4.png,oui,"Capacité brute : 270 Litres 
Classe énergétique : A+ (économie d’énergie) 
Système de refroidissement : Defrost 
Dimensions : Hauteur : 141 cm, Largeur : 55 cm, Profondeur : 56 cm 
Type de réfrigérant : R600 (écologique) 
Voltage : 220V – 240V 
Fréquence : 50Hz 
Sécurité : Clé de sécurité intégrée"
REFFIN2P-FIN463,Finix,réfrigérateur finix 2portes 463 litres No Frost gris fin463dk,froid,Réfrigérateurs,301000,frigo,jour,463 L,Capacité: 463 L | Couleur: Gris | Garantie: 12 mois,images/REFFIN2P-FIN463-1.png,images/REFFIN2P-FIN463-1.png;images/REFFIN2P-FIN463-2.png;images/REFFIN2P-FIN463-3.png;images/REFFIN2P-FIN463-4.png,oui,"Marque : FINIX 
Modèle : FIN-463DK 
Type : Réfrigérateur No Frost 
Capacité totale : 463 Litres 
Technologie de refroidissement : No Frost (sans formation de givre) 
Couleur : Gris moderne 
Dimensions : 599 × 703 × 1647 mm 
Organisation interne : Compartiments optimisés pour une meilleure organisation des aliments 
Conservation : Refroidissement uniforme pour préserver la fraîcheur des aliments plus longtemps 
Utilisation : Idéal pour familles, cuisines modernes, maisons et appartements"
